Año,Alcaldía,Grupo de edad,Población,menores_de_18,mayores_de_18,Categoria de Edad,Categoria de edad
2020,Venustiano Carranza,55 a 59 años,27203,False,True,Mayores de edad,Mayores de Edad
2020,Venustiano Carranza,60 a 64 años,24730,False,True,Mayores de edad,Mayores de Edad
2020,Venustiano Carranza,65 a 69 años,18317,False,True,Mayores de edad,Mayores de Edad
2020,Venustiano Carranza,70 a 74 años,13837,False,True,Mayores de edad,Mayores de Edad
2020,Venustiano Carranza,75 a 79 años,9203,False,True,Mayores de edad,Mayores de Edad
2020,Venustiano Carranza,80 a 84 años,6672,False,True,Mayores de edad,Mayores de Edad
2020,Venustiano Carranza,85 a 89 años,3909,False,True,Mayores de edad,Mayores de Edad
2020,Venustiano Carranza,90 a 94 años,1686,False,True,Mayores de edad,Mayores de Edad
2020,Venustiano Carranza,95 a 99 años,538,False,True,Mayores de edad,Mayores de Edad
2020,Venustiano Carranza,100 años y más,72,False,True,Mayores de edad,Mayores de Edad
2020,Venustiano Carranza,No especificado,415,False,False,,
2020,Xochimilco,0 a 4 años,24870,True,False,Menores de Edad,Menores de Edad
2020,Xochimilco,5 a 9 años,30905,True,False,Menores de Edad,Menores de Edad
2020,Xochimilco,10 a 14 años,33274,True,False,Menores de Edad,Menores de Edad
2020,Xochimilco,15 a 19 años,34956,False,False,Menores de Edad,Menores de Edad
2020,Xochimilco,20 a 24 años,36979,False,False,Mayores de edad,Mayores de Edad
2020,Xochimilco,25 a 29 años,36563,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,30 a 34 años,34292,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,35 a 39 años,33280,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,40 a 44 años,31786,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,45 a 49 años,31099,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,50 a 54 años,29135,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,55 a 59 años,23843,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,60 a 64 años,20294,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,65 a 69 años,14945,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,70 a 74 años,10875,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,75 a 79 años,6794,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,80 a 84 años,4235,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,85 a 89 años,2460,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,90 a 94 años,1009,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,95 a 99 años,342,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,100 años y más,33,False,True,Mayores de edad,Mayores de Edad
2020,Xochimilco,No especificado,209,False,False,,
